iter	Accuracy	Logloss
254	0.8278443114	0.5697368292
255	0.8278443114	0.5694154613
256	0.8278443114	0.5690566357
257	0.8278443114	0.5687821766
258	0.8278443114	0.5683805374
259	0.8278443114	0.5680391477
260	0.8278443114	0.5678385544
261	0.8278443114	0.5674016685
262	0.8278443114	0.5671322303
263	0.8278443114	0.5667716454
264	0.8278443114	0.5664533424
265	0.8278443114	0.5660763124
266	0.8278443114	0.5657379671
267	0.8278443114	0.5653042222
268	0.8278443114	0.5649112949
269	0.8278443114	0.564536926
270	0.8278443114	0.5641820608
271	0.8278443114	0.563899765
272	0.8278443114	0.5635337831
273	0.8278443114	0.5632175427
274	0.8278443114	0.562911603
275	0.8263473054	0.5625761829
276	0.8263473054	0.5621475592
277	0.8263473054	0.5618038819
278	0.8263473054	0.5614377862
279	0.8263473054	0.5610546813
280	0.8278443114	0.5607016618
281	0.8278443114	0.5603088996
282	0.8278443114	0.5599650626
283	0.8278443114	0.5596252891
284	0.8278443114	0.5592162266
285	0.8278443114	0.5588750152
286	0.8278443114	0.5585775527
287	0.8278443114	0.5581852666
288	0.8278443114	0.5579382854
289	0.8278443114	0.557591982
290	0.8278443114	0.5573845396
291	0.8278443114	0.5570509991
292	0.8278443114	0.5567454716
293	0.8278443114	0.5563913208
294	0.8278443114	0.5560490597
295	0.8278443114	0.5557378442
296	0.8278443114	0.5555052705
297	0.8278443114	0.5552631019
298	0.8278443114	0.554926406
299	0.8278443114	0.5545773357
300	0.8278443114	0.5542342384
301	0.8278443114	0.5539053138
302	0.8278443114	0.5536178629
303	0.8278443114	0.5532875057
304	0.8278443114	0.5529826285
305	0.8278443114	0.5526134946
306	0.8278443114	0.5523726331
307	0.8278443114	0.5520728745
308	0.8278443114	0.5517486341
309	0.8278443114	0.5514838568
310	0.8278443114	0.5511625196
311	0.8278443114	0.5509269697
312	0.8278443114	0.5506281242
313	0.8278443114	0.5503443081
314	0.8278443114	0.5500751773
315	0.8278443114	0.5498542521
316	0.8278443114	0.5495770496
317	0.8263473054	0.5493182198
318	0.8278443114	0.5489431961
319	0.8278443114	0.5486305189
320	0.8278443114	0.5483125617
321	0.8278443114	0.5480784022
322	0.8278443114	0.5477133223
323	0.8278443114	0.5474570822
324	0.8278443114	0.547098898
325	0.8278443114	0.5467803692
326	0.8278443114	0.5464422154
327	0.8278443114	0.5461352664
328	0.8278443114	0.5459456727
329	0.8278443114	0.5457687574
330	0.8278443114	0.545484401
331	0.8278443114	0.5451997461
332	0.8278443114	0.5449662693
333	0.8278443114	0.5446594209
334	0.8278443114	0.5443538422
335	0.8278443114	0.5440847989
336	0.8278443114	0.5438350901
337	0.8278443114	0.5436238708
338	0.8278443114	0.5433332821
339	0.8278443114	0.543030791
340	0.8278443114	0.5427334339
341	0.8278443114	0.5424665313
342	0.8278443114	0.5421626465
343	0.8278443114	0.5418864389
344	0.8278443114	0.5415783517
345	0.8278443114	0.5412669364
346	0.8278443114	0.5409711858
347	0.8278443114	0.5407524995
348	0.8278443114	0.5404579997
349	0.8263473054	0.5401926494
350	0.8263473054	0.5399671959
351	0.8263473054	0.5397040278
352	0.8263473054	0.5394018443
353	0.8263473054	0.5391819016
354	0.8263473054	0.5389122408
355	0.8263473054	0.5386057283
356	0.8263473054	0.538323995
357	0.8263473054	0.5379925321
358	0.8263473054	0.5377063111
359	0.8263473054	0.5375073803
360	0.8263473054	0.5372194771
361	0.8278443114	0.5369249043
362	0.8278443114	0.5366005113
363	0.8278443114	0.536252292
364	0.8278443114	0.5359352204
365	0.8278443114	0.535616701
366	0.8278443114	0.5354253908
367	0.8278443114	0.5351131267
368	0.8278443114	0.5349407547
369	0.8278443114	0.5346962979
370	0.8278443114	0.5344222588
371	0.8278443114	0.5341349855
372	0.8278443114	0.5339184755
373	0.8278443114	0.5336179727
374	0.8278443114	0.5333565012
375	0.8278443114	0.5330788101
376	0.8278443114	0.5328832796
377	0.8278443114	0.5325912867
378	0.8278443114	0.5322593661
379	0.8278443114	0.5320490906
380	0.8278443114	0.5317744509
381	0.8278443114	0.53151702
382	0.8278443114	0.5312362852
383	0.8278443114	0.5309241891
384	0.8278443114	0.530655033
385	0.8278443114	0.5303655144
386	0.8278443114	0.5300767422
387	0.8278443114	0.5298156507
388	0.8278443114	0.5295501031
389	0.8278443114	0.5292843053
390	0.8278443114	0.5290579202
391	0.8278443114	0.5288948778
392	0.8278443114	0.5285567382
393	0.8278443114	0.5283628233
394	0.8278443114	0.5282009212
395	0.8278443114	0.5279382079
396	0.8278443114	0.527609829
397	0.8263473054	0.5273726426
398	0.8263473054	0.5271059601
399	0.8263473054	0.5268417092
400	0.8278443114	0.5265571437
401	0.8278443114	0.5262538875
402	0.8278443114	0.5259599594
403	0.8278443114	0.525711523
404	0.8278443114	0.5254522307
405	0.8263473054	0.5251859337
406	0.8263473054	0.5248943447
407	0.8263473054	0.5246193892
408	0.8263473054	0.5244629916
409	0.8263473054	0.5241646742
410	0.8263473054	0.5239302885
411	0.8263473054	0.523727405
412	0.8263473054	0.5235203746
413	0.8263473054	0.52332064
414	0.8263473054	0.5231664187
415	0.8263473054	0.5229819388
416	0.8263473054	0.5227588358
417	0.8263473054	0.5225286281
418	0.8263473054	0.5222792395
419	0.8263473054	0.5221050059
420	0.8263473054	0.5218494974
421	0.8263473054	0.5216196249
422	0.8263473054	0.5213698803
423	0.8263473054	0.5211073298
424	0.8263473054	0.5208039297
425	0.8263473054	0.5206304378
426	0.8263473054	0.5203608363
427	0.8263473054	0.5201436821
428	0.8263473054	0.5198643456
429	0.8263473054	0.5195536676
430	0.8263473054	0.5193555383
431	0.8263473054	0.5192016441
432	0.8263473054	0.5189876075
433	0.8263473054	0.5187313704
434	0.8263473054	0.5184927815
435	0.8263473054	0.5182529105
436	0.8263473054	0.5180086544
437	0.8263473054	0.5177412963
438	0.8263473054	0.5174829422
439	0.8263473054	0.5172757223
440	0.8263473054	0.5170108251
441	0.8263473054	0.5167696232
442	0.8263473054	0.5165560044
443	0.8263473054	0.5163184929
444	0.8263473054	0.5160794634
445	0.8263473054	0.5157923095
446	0.8263473054	0.5156201414
447	0.8263473054	0.5154756436
448	0.8263473054	0.5151770152
449	0.8263473054	0.5149774931
450	0.8263473054	0.514740461
451	0.8263473054	0.51459722
452	0.8263473054	0.514382491
453	0.8263473054	0.5142314162
454	0.8263473054	0.5139767912
455	0.8263473054	0.5137953099
456	0.8263473054	0.5135274999
457	0.8263473054	0.5132433792
458	0.8263473054	0.5129951075
459	0.8263473054	0.5127335471
460	0.8263473054	0.5124789386
461	0.8263473054	0.5122667986
462	0.8263473054	0.5120328779
463	0.8263473054	0.5117677597
464	0.8263473054	0.5115726745
465	0.8263473054	0.5113437433
466	0.8263473054	0.5111377477
467	0.8263473054	0.5108932883
468	0.8263473054	0.5106615108
469	0.8263473054	0.5104003971
470	0.8263473054	0.5101775285
471	0.8263473054	0.51001081
472	0.8263473054	0.5097569271
473	0.8263473054	0.5094719775
474	0.8263473054	0.5092545909
475	0.8263473054	0.5089766584
476	0.8263473054	0.5087374837
477	0.8263473054	0.5085844915
478	0.8263473054	0.5083884114
479	0.8263473054	0.5082513281
480	0.8263473054	0.5079919943
481	0.8263473054	0.5077276631
482	0.8263473054	0.5075193635
483	0.8263473054	0.5073030815
484	0.8263473054	0.5070980226
485	0.8263473054	0.50696774
486	0.8263473054	0.5067740909
487	0.8263473054	0.5066345796
488	0.8263473054	0.5064762612
489	0.8263473054	0.5062354036
490	0.8263473054	0.5060648786
491	0.8263473054	0.5058445221
492	0.8263473054	0.5056059151
493	0.8263473054	0.5053934649
494	0.8263473054	0.5052332395
495	0.8263473054	0.5050249448
496	0.8263473054	0.504898008
497	0.8263473054	0.5046704148
498	0.8263473054	0.5044635116
499	0.8263473054	0.5042739596
500	0.8263473054	0.5040852398
501	0.8263473054	0.5038594063
502	0.8263473054	0.5036381771
503	0.8263473054	0.5034184033
504	0.8263473054	0.50320028
505	0.8263473054	0.5029964562
506	0.8263473054	0.5027779673
507	0.8263473054	0.5026025169
508	0.8263473054	0.5023978118
509	0.8263473054	0.5022314476
510	0.8263473054	0.5020463784
511	0.8263473054	0.5017869483
512	0.8263473054	0.5015915306
513	0.8263473054	0.5014561217
514	0.8263473054	0.5012832094
515	0.8263473054	0.5010973132
516	0.8263473054	0.500933039
517	0.8263473054	0.5006710841
518	0.8263473054	0.5005097188
519	0.8263473054	0.5003692286
520	0.8263473054	0.5002040924
521	0.8263473054	0.5000543782
522	0.8263473054	0.4998574153
523	0.8263473054	0.4996589426
524	0.8263473054	0.4993918044
525	0.8263473054	0.4991780108
526	0.8263473054	0.4990391468
527	0.8263473054	0.4987746197
528	0.8263473054	0.4985841304
529	0.8263473054	0.4983722366
530	0.8263473054	0.4981463998
531	0.8263473054	0.4980158542
532	0.8263473054	0.4977878751
533	0.8263473054	0.4976517642
534	0.8263473054	0.4974413318
535	0.8263473054	0.4973194166
536	0.8263473054	0.4971858408
537	0.8263473054	0.497070671
538	0.8263473054	0.4968676315
539	0.8263473054	0.4966580597
540	0.8263473054	0.4964841241
541	0.8263473054	0.4963480947
542	0.8263473054	0.4961467981
543	0.8263473054	0.4959684428
544	0.8263473054	0.4957988505
545	0.8263473054	0.4955963311
546	0.8263473054	0.4953744093
547	0.8263473054	0.4952355245
548	0.8263473054	0.4950081161
549	0.8263473054	0.4947601316
550	0.8263473054	0.4945854419
551	0.8263473054	0.4944012553
552	0.8263473054	0.4941980157
553	0.8263473054	0.4940815007
554	0.8263473054	0.4939014742
555	0.8263473054	0.4937439151
556	0.8263473054	0.4935291556
557	0.8263473054	0.4933282956
558	0.8263473054	0.4932221774
559	0.8263473054	0.4930414136
560	0.8263473054	0.492893233
561	0.8263473054	0.4926600632
562	0.8263473054	0.4924469921
563	0.8263473054	0.4923151791
564	0.8263473054	0.4921606746
565	0.8263473054	0.491962925
566	0.8263473054	0.4917367187
567	0.8263473054	0.491531938
568	0.8263473054	0.4913699718
569	0.8263473054	0.4911967583
570	0.8263473054	0.4910903212
571	0.8263473054	0.4909177927
572	0.8278443114	0.4907379237
573	0.8278443114	0.4905330381
574	0.8278443114	0.4903543732
575	0.8278443114	0.4901428579
576	0.8278443114	0.4899484957
577	0.8278443114	0.4897453318
578	0.8278443114	0.4895533629
579	0.8278443114	0.4893880321
580	0.8278443114	0.489206404
581	0.8278443114	0.4890670538
582	0.8278443114	0.4888636272
583	0.8278443114	0.4886737244
584	0.8278443114	0.4884894742
585	0.8278443114	0.4883272118
586	0.8278443114	0.4881256032
587	0.8278443114	0.4879392785
588	0.8278443114	0.4877511618
589	0.8278443114	0.4875876086
590	0.8278443114	0.487466526
591	0.8278443114	0.4872337592
592	0.8278443114	0.4870727044
593	0.8278443114	0.486972045
594	0.8278443114	0.4867770693
595	0.8278443114	0.4866556543
596	0.8278443114	0.4865078895
597	0.8278443114	0.4863273078
598	0.8278443114	0.4861559094
599	0.8278443114	0.4860566547
600	0.8278443114	0.4858604823
601	0.8278443114	0.4857110647
602	0.8278443114	0.4855015656
603	0.8278443114	0.4852966529
604	0.8278443114	0.4850735336
605	0.8278443114	0.4849513598
606	0.8278443114	0.4848264983
607	0.8278443114	0.4846172522
608	0.8278443114	0.4844133241
609	0.8278443114	0.4842501557
610	0.8278443114	0.4841195074
611	0.8278443114	0.4839803624
612	0.8278443114	0.4838064899
613	0.8278443114	0.4836628824
614	0.8278443114	0.4835027239
615	0.8278443114	0.4833640728
616	0.8278443114	0.4832294732
617	0.8278443114	0.4830106854
618	0.8278443114	0.4828917658
619	0.8278443114	0.4828082269
620	0.8278443114	0.4826482297
621	0.8278443114	0.4824943922
622	0.8278443114	0.4823329049
623	0.8278443114	0.4822053052
624	0.8278443114	0.4820878257
625	0.8278443114	0.4819839665
626	0.8278443114	0.4818664998
627	0.8278443114	0.4816822591
628	0.8278443114	0.4815248456
629	0.8278443114	0.4814323508
630	0.8278443114	0.4813275342
631	0.8278443114	0.4812167439
632	0.8278443114	0.481045427
633	0.8278443114	0.4808834593
634	0.8278443114	0.4807317717
635	0.8278443114	0.4806138623
636	0.8278443114	0.4804736829
637	0.8278443114	0.4803275585
638	0.8278443114	0.4802052104
639	0.8278443114	0.480037459
640	0.8278443114	0.4798641351
641	0.8278443114	0.4797149829
642	0.8278443114	0.479570752
643	0.8278443114	0.4793942549
644	0.8278443114	0.4792435753
645	0.8278443114	0.4791086482
646	0.8278443114	0.4788982417
647	0.8278443114	0.4787761489
648	0.8278443114	0.4786867192
649	0.8278443114	0.4785079623
650	0.8278443114	0.4783443985
651	0.8278443114	0.4782228697
652	0.8278443114	0.4781093695
653	0.8278443114	0.4779833572
654	0.8278443114	0.4778661892
655	0.8278443114	0.477717115
656	0.8263473054	0.4775962753
657	0.8278443114	0.4774320448
658	0.8263473054	0.4773455473
659	0.8263473054	0.4771970434
660	0.8263473054	0.4770404238
661	0.8263473054	0.476917224
662	0.8263473054	0.4767121197
663	0.8263473054	0.4765539215
664	0.8263473054	0.476416346
665	0.8278443114	0.4762843161
666	0.8278443114	0.4761108414
667	0.8278443114	0.4759693112
668	0.8278443114	0.4758234922
669	0.8278443114	0.4757391553
670	0.8278443114	0.4756284826
671	0.8278443114	0.4755051185
672	0.8278443114	0.4753862715
673	0.8278443114	0.4752719548
674	0.8278443114	0.4751137864
675	0.8278443114	0.4749709965
676	0.8278443114	0.4748208781
677	0.8278443114	0.4746919281
678	0.8278443114	0.4745351686
679	0.8278443114	0.4744265392
680	0.8263473054	0.4743416134
681	0.8263473054	0.4742085434
682	0.8278443114	0.4741202072
683	0.8263473054	0.4739938488
684	0.8263473054	0.4738257901
685	0.8263473054	0.473632146
686	0.8263473054	0.4735404317
687	0.8263473054	0.4734172104
688	0.8263473054	0.4732624916
689	0.8278443114	0.473128344
690	0.8263473054	0.4730479526
691	0.8263473054	0.4729329574
692	0.8263473054	0.4727807499
693	0.8263473054	0.4725936003
694	0.8263473054	0.4724562297
695	0.8263473054	0.4722710929
696	0.8263473054	0.4721409405
697	0.8263473054	0.4720252881
698	0.8263473054	0.4719453763
699	0.8263473054	0.4718457293
700	0.8263473054	0.4717287383
701	0.8263473054	0.4715481543
702	0.8263473054	0.4714320328
703	0.8263473054	0.4712762027
704	0.8263473054	0.4710904784
705	0.8263473054	0.4710198675
706	0.8263473054	0.4709370775
707	0.8263473054	0.4707879014
708	0.8263473054	0.4706034267
709	0.8263473054	0.470426616
710	0.8263473054	0.4703404979
711	0.8263473054	0.4702490097
712	0.8263473054	0.4701726336
713	0.8263473054	0.4700429267
714	0.8263473054	0.4699062367
715	0.8263473054	0.4698060827
716	0.8263473054	0.4697295606
717	0.8263473054	0.4696274536
718	0.8263473054	0.4695380813
719	0.8263473054	0.469415629
720	0.8263473054	0.4692755626
721	0.8263473054	0.4691590859
722	0.8263473054	0.4690217456
723	0.8263473054	0.4689472299
724	0.8263473054	0.4687640645
725	0.8263473054	0.4686436946
726	0.8263473054	0.4685557823
727	0.8263473054	0.4684783975
728	0.8263473054	0.4683376487
729	0.8263473054	0.4681677826
730	0.8263473054	0.4680729866
731	0.8263473054	0.4679344299
732	0.8263473054	0.4678097678
733	0.8263473054	0.4676772692
734	0.8263473054	0.4675476733
735	0.8263473054	0.4674583349
736	0.8263473054	0.4673193991
737	0.8263473054	0.4671640712
738	0.8263473054	0.4670869752
739	0.8263473054	0.4669699444
740	0.8263473054	0.4668026507
741	0.8263473054	0.4667097005
742	0.8263473054	0.4665822445
743	0.8263473054	0.4664589946
744	0.8263473054	0.466388095
745	0.8263473054	0.4662593461
746	0.8263473054	0.4661429511
747	0.8263473054	0.4660518727
748	0.8263473054	0.4659815924
749	0.8263473054	0.4658913281
750	0.8263473054	0.4657587132
751	0.8263473054	0.4656785197
752	0.8263473054	0.4655575017
753	0.8263473054	0.465420451
754	0.8263473054	0.4653127901
755	0.8263473054	0.465179019
756	0.8263473054	0.4651046917
757	0.8263473054	0.4650353745
758	0.8263473054	0.4649284927
759	0.8263473054	0.4648590127
760	0.8263473054	0.464735251
761	0.8263473054	0.4646590003
762	0.8263473054	0.4645492813
763	0.8263473054	0.4643819539
764	0.8263473054	0.4642201498
765	0.8263473054	0.4641490541
766	0.8263473054	0.464032953
767	0.8263473054	0.4639410378
768	0.8263473054	0.4638543731
769	0.8263473054	0.4637046394
770	0.8263473054	0.4636249324
771	0.8263473054	0.4635112599
772	0.8263473054	0.4634062365
773	0.8263473054	0.4632528981
774	0.8263473054	0.4631688479
775	0.8263473054	0.4631007091
776	0.8263473054	0.4629344878
777	0.8263473054	0.4628213222
778	0.8263473054	0.4627568269
779	0.8263473054	0.4626357351
780	0.8263473054	0.4625084672
781	0.8263473054	0.4623824224
782	0.8263473054	0.4622563966
783	0.8263473054	0.4621273873
784	0.8263473054	0.4620033258
785	0.8263473054	0.4618894312
786	0.8263473054	0.4618179952
787	0.8263473054	0.461710698
788	0.8263473054	0.461598154
789	0.8263473054	0.4614739979
790	0.8263473054	0.461386753
791	0.8263473054	0.4612347524
792	0.8263473054	0.4611934114
793	0.8263473054	0.4610996017
794	0.8263473054	0.4610038088
795	0.8263473054	0.4608815003
796	0.8263473054	0.4607604899
797	0.8263473054	0.4606867463
798	0.8263473054	0.4605177706
799	0.8263473054	0.4604505012
800	0.8263473054	0.4603779027
801	0.8263473054	0.460302677
802	0.8263473054	0.4601661517
803	0.8263473054	0.4600551625
804	0.8263473054	0.4599865624
805	0.8263473054	0.4599088375
806	0.8263473054	0.459798667
807	0.8263473054	0.459721095
808	0.8263473054	0.4595682565
809	0.8263473054	0.4594940108
810	0.8263473054	0.459398275
811	0.8263473054	0.4592933957
812	0.8263473054	0.4591389002
813	0.8263473054	0.4590859322
814	0.8263473054	0.4590198718
815	0.8263473054	0.4589051853
816	0.8263473054	0.4587522807
817	0.8263473054	0.4586333162
818	0.8263473054	0.4585547677
819	0.8263473054	0.4584938862
820	0.8263473054	0.4583646102
821	0.8263473054	0.4582531051
822	0.8263473054	0.4581572719
823	0.8263473054	0.4580655653
824	0.8263473054	0.4579654333
825	0.8263473054	0.4578447132
826	0.8263473054	0.4577735653
827	0.8263473054	0.4576949746
828	0.8263473054	0.4576105982
829	0.8263473054	0.4575383722
830	0.8263473054	0.4574672988
831	0.8263473054	0.4573997805
832	0.8263473054	0.4573251425
833	0.8263473054	0.4572545191
834	0.8263473054	0.4571948436
835	0.8263473054	0.4571214293
836	0.8263473054	0.4570549835
837	0.8263473054	0.4569519868
838	0.8263473054	0.4568917714
839	0.8263473054	0.4567802693
840	0.8263473054	0.456726422
841	0.8263473054	0.456623022
842	0.8263473054	0.4565202566
843	0.8263473054	0.4564325347
844	0.8263473054	0.4563301747
845	0.8263473054	0.4562318573
846	0.8263473054	0.4561752676
847	0.8263473054	0.4560482026
848	0.8263473054	0.45596979
849	0.8263473054	0.4558539361
850	0.8263473054	0.4557999896
851	0.8263473054	0.4557400443
852	0.8263473054	0.4556498445
853	0.8263473054	0.4555725368
854	0.8263473054	0.4554575891
855	0.8263473054	0.4553796512
856	0.8263473054	0.4552945377
857	0.8263473054	0.4552398011
858	0.8263473054	0.4551440561
859	0.8263473054	0.45505831
860	0.8263473054	0.4549807932
861	0.8263473054	0.4548948731
862	0.8263473054	0.4547845111
863	0.8263473054	0.4546796906
864	0.8263473054	0.4546153794
865	0.8263473054	0.4545188025
866	0.8263473054	0.4544435516
867	0.8263473054	0.4543800626
868	0.8263473054	0.4543034907
869	0.8263473054	0.4542190072
870	0.8263473054	0.4540965444
871	0.8263473054	0.4540047288
872	0.8263473054	0.4539413372
873	0.8263473054	0.4538212283
874	0.8263473054	0.4537418437
875	0.8263473054	0.453625716
876	0.8263473054	0.4534999775
877	0.8263473054	0.4534330701
878	0.8263473054	0.4533728272
